Family,Genus,Species,Genus corrected,Species corrected,Growth form,Plant traits,Plant trait value,Trait unit,Minimun value,Maximum value,Trait range mean value,Trait range unit,Sample size value,Sample unit,Origin,Deciduousness,Succession,Nitrogen fixing,Shade tolerance,Dispersal syndrome,Dispersal group,Pollination,Pollination group,Sexual system,Reproductive system,Resprouting capsule,Flower color 1,Flower color 2,Flowering period start,Flowering period end,Flower shape,Odour,Anthesis time,Fruit color,Fruit period start,Fruit period end,Fruit type,Fruit dehiscence,Fruit secundary structure,Seed color,Seed arillus,Arrilus color,Usefulness,Usefulness group,Source,Study Date,Study Country,Study State,Study City,Study Area,Study Bioma,Physiognomy type,Database DOI,Full Reference APA Database,Reference citation,Paper DOI,Full reference APA,Created At,Created By,Modified At,Modified By,Editor Name,Editor Email,Additional Notes
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,seed_diametereter,0.8,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,seed_freshmass,1.1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Annonaceae,Annona,cacans,,,tree,fruit_length,7.3,cm,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Annonaceae,Annona,cacans,,,tree,fruit_diameter,5.5,cm,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Annonaceae,Annona,cacans,,,tree,fruit_freshmass,50,g,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Annonaceae,Annona,cacans,,,tree,seed_lenght,0.9,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Annonaceae,Annona,cacans,,,tree,seed_diametereter,0.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Annonaceae,Annona,cacans,,,tree,seed_freshmass,2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Fabaceae,Platypodium,elegans,,,tree,seed_drymass,477,mg,,,24,SE,15,,,semi-deciduos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,panamá,,,,,tropical forest,,,"daws et al., 2007",doi 10.1007/s00442-007-0848-2,"daws, m. i., ballard, c., mullins, c. e., garwood, n. c., murray, b., pearson, t. r., & burslem, d. f. (2007). allometric relationships between seed mass and seedling characteristics reveal trade-offs for neotropical gap-dependent species. oecologia, 154(3), 445-454.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Malvaceae,Guazuma,ulmifolia,,,tree,seed_drymass,4.51,mg,,,0.32,SE,15,,,semi-deciduos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,panamá,,,,,tropical forest,,,"daws et al., 2007",doi 10.1007/s00442-007-0848-2,"daws, m. i., ballard, c., mullins, c. e., garwood, n. c., murray, b., pearson, t. r., & burslem, d. f. (2007). allometric relationships between seed mass and seedling characteristics reveal trade-offs for neotropical gap-dependent species. oecologia, 154(3), 445-454.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Ulmaceae,Trema,micrantha,,,tree,seed_drymass,3.53,mg,,,0.22,SE,15,,,semi-deciduos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,panamá,,,,,tropical forest,,,"daws et al., 2007",doi 10.1007/s00442-007-0848-2,"daws, m. i., ballard, c., mullins, c. e., garwood, n. c., murray, b., pearson, t. r., & burslem, d. f. (2007). allometric relationships between seed mass and seedling characteristics reveal trade-offs for neotropical gap-dependent species. oecologia, 154(3), 445-454.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Malvaceae,Apeiba,tibourbou,,,tree,seed_drymass,5.57,mg,,,0.66,SE,15,,,semi-deciduos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,panamá,,,,,tropical forest,,,"daws et al., 2007",doi 10.1007/s00442-007-0848-2,"daws, m. i., ballard, c., mullins, c. e., garwood, n. c., murray, b., pearson, t. r., & burslem, d. f. (2007). allometric relationships between seed mass and seedling characteristics reveal trade-offs for neotropical gap-dependent species. oecologia, 154(3), 445-454.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Arecaceae,Syagrus,romanzoffiana,,,palm,seed_diametereter,12.95,mm,,,1.26,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Fabaceae,Copaifera,langsdorffii,,,tree,seed_diametereter,7.85,mm,,,0.6,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Fabaceae,Hymenaea,courbaril,,,tree,seed_diametereter,16.55,mm,,,1.72,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapindaceae,Allophyllus,edulis,,,tree,seed_diametereter,4.07,mm,,,0.19,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Verbenaceae,Citharexyllum,myrianthum,,,tree,seed_diametereter,4.64,mm,,,0.4,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Myrtaceae,Eugenia,uniflora,,,tree,seed_diametereter,8.5,mm,,,1.07,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Fabaceae,Holocalyx,balansae,,,tree,seed_diametereter,14.4,mm,,,0.8,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Meliacea,Trichilia,casaretti,,,tree,seed_diametereter,8.46,mm,,,0.74,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Meliacea,Trichilia,catigua,,,tree,seed_diametereter,5.74,mm,,,0.69,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Meliacea,Trichilia,claussenii,,,tree,seed_diametereter,4.62,mm,,,0.29,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Meliacea,Trichilia,elegans,,,tree,seed_diametereter,4.3,mm,,,0.29,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Meliacea,Trichilia,pallida,,,tree,seed_diametereter,5.09,mm,,,0.48,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Fabaceae,Enterolobium,contorstisiliquum,,,tree,seed_diametereter,11.59,mm,,,,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Malvaceae,Guazuma,ulmifolia,,,tree,seed_diametereter,1.89,mm,,,,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Rhamnaceae,Rhamnidium,elaeocarpum,,,tree,seed_diametereter,4.82,mm,,,,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Polygonaceae,Coccoloba,mollis,,,tree,seed_diametereter,4.96,mm,,,0.54,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Piperaceae,Piper,aduncum,,,tree,seed_diametereter,0.78,mm,,,0.08,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Piperaceae,Piper,amalago,,,tree,seed_diametereter,1.07,mm,,,0.07,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solanaceae,Solanum,americanum,,,tree,seed_diametereter,1.12,mm,,,0.06,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,são paulo,botucatu,mata da bica,,,,,"longon, 2010",https://repositorio.unesp.br/handle/11449/119674,"longon, luana. (2010). potenciais aves dispersoras de sementes das espécies vegetais zoocóricas da mata da bica, botucatu - sp. trabalho de conclusão de curso - (bacharelado - ciências biológicas), instituto de biociências de botucatu, universidade estadual paulista.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Opiliaceae,Agonandra,excelsa,,,tree,plant_height,17.5,m,,,,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,,,,,,,,,"blundo, malizia & gonzález-espinosa, 2015",10.1016/j.actao.2015.09.008,"blundo, cecilia, lucio r. malizia, and mario gonzález-espinosa. ""distribution of functional traits in subtropical trees across environmental and forest use gradients."" acta oecologica 69 (2015): 96-104.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Opiliaceae,Agonandra,excelsa,,,tree,wood_density,0.82,g/cm³,,,,,,,,,,,,zoochory,,,,,,,,,,,,,,,,,,,,,,,,,literature,,,,,,,,,,"blundo, malizia & gonzález-espinosa, 2015",10.1016/j.actao.2015.09.008,"blundo, cecilia, lucio r. malizia, and mario gonzález-espinosa. ""distribution of functional traits in subtropical trees across environmental and forest use gradients."" acta oecologica 69 (2015): 96-104.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Opiliaceae,Agonandra,excelsa,,,,plant_height,10,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,carvão/lenha,literature,,,,,,,,,,"cortes, 2013",,"côrtes, lara gomes. ""características de história de vida de árvores do cerrado direcionando o futuro e a adaptação aos impactos das mudanças climáticas."" (2013).",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Opiliaceae,Agonandra,excelsa,,,tree,plant_height,7.5,m,,,,,,,,semi-deciduos,,,,,,,,dioecious,,,,,,,,,,,,,,,,,,,yes,making small items such as lathe work to make domestic and artists utensils,literature,,,,,,,,,,"fern, 2014",,"fern, k. useful tropical plants database. www.tropical.theferns.info, 2014.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Opiliaceae,Agonandra,excelsa,,,,plant_height,6,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,used for tools and handicrafts because of the small dimensions of its wood,literature,,,,,,,,,,"peña et al., 2010",,"j. l. marcelo-peña, r. t. pennington, c. reynel & p. zevallos. 2010. guía ilustrada de la flora leñosa de los bosques estacionalmente secos de jaén, perú. universidad nacional",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Opiliaceae,Agonandra,excelsa,,,,plant_height,8,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,,,,,,,,,"montalván, 2015",http://oa.upm.es/39537/1/elizabeth_del_carmen_gusman_montalvan.pdf,"gusmán montalván, e., 2015. diversidad funcional y diversidad filogenética en los bosques secos del sur del ecuador.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Opiliaceae,Agonandra,excelsa,,,,wood_density,0.82,g/cm³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,,,,,,,,,"montalván, 2015",http://oa.upm.es/39537/1/elizabeth_del_carmen_gusman_montalvan.pdf,"gusmán montalván, e., 2015. diversidad funcional y diversidad filogenética en los bosques secos del sur del ecuador.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Opiliaceae,Agonandra,excelsa,,,,sla,13.75,m² kg-¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,,,,,,,,,"montalván, 2015",http://oa.upm.es/39537/1/elizabeth_del_carmen_gusman_montalvan.pdf,"gusmán montalván, e., 2015. diversidad funcional y diversidad filogenética en los bosques secos del sur del ecuador.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Opiliaceae,Agonandra,excelsa,,,,la,14.44,cm²,,,4.8,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,,,,,,,,,"montalván, 2015",http://oa.upm.es/39537/1/elizabeth_del_carmen_gusman_montalvan.pdf,"gusmán montalván, e., 2015. diversidad funcional y diversidad filogenética en los bosques secos del sur del ecuador.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Fabaceae,Albizia,pedicellaris,,,,seed_lenght,9.03,mm,6.84,9.18,0.49,SD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,bahia,teixeira de freitas,laboratório de sementes da faculdade de pitágoras,,,,,"moraes et al., 2018",http://www.conhecer.org.br/enciclop/2018a/agrar/caracteristicas%20biometricas.pdf,"moraes, carlos eduardo, et al. ""características biométricas e tratamentos para a superação de dormência em sementes de juerana branca."" enciclopédia biosfera 15.27 (2018).",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Fabaceae,Albizia,niopoides,,,,plant_height,1.79,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,goiás,,emas national park (enp),,,,,"batalha et al., 2011",https://doi.org/10.1111/j.1600-0706.2011.19513.x,"batalha, marco antônio, et al. ""trait diversity on the phylogeny of cerrado woody species."" oikos 120.11 (2011): 1741-1751.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Fabaceae,Albizia,niopoides,,,,wood_density,0.553,g/cm³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,goiás,,emas national park (enp),,,,,"batalha et al., 2011",https://doi.org/10.1111/j.1600-0706.2011.19513.x,"batalha, marco antônio, et al. ""trait diversity on the phylogeny of cerrado woody species."" oikos 120.11 (2011): 1741-1751.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Fabaceae,Albizia,niopoides,,,,sla,13.33,m² kg-¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,goiás,,emas national park (enp),,,,,"batalha et al., 2011",https://doi.org/10.1111/j.1600-0706.2011.19513.x,"batalha, marco antônio, et al. ""trait diversity on the phylogeny of cerrado woody species."" oikos 120.11 (2011): 1741-1751.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Fabaceae,Albizia,niopoides,,,,leaf_toughness,0.74,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,goiás,,emas national park (enp),,,,,"batalha et al., 2011",https://doi.org/10.1111/j.1600-0706.2011.19513.x,"batalha, marco antônio, et al. ""trait diversity on the phylogeny of cerrado woody species."" oikos 120.11 (2011): 1741-1751.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
